"pid","assessed_value"
373,88995.2689438119
374,669748.286358672
375,206060.012864879
376,315710.806296153
377,180424.23541313
378,128435.531533224
379,97048.8782403072
380,261744.257831266
381,98499.4670540117
382,270492.707075335
383,1533327.17515651
384,119937.518583218
385,208185.196666589
386,17372.8828830362
387,229221.360336682
388,193241.433966201
389,685863.374032922
390,134570.731425577
391,257010.612402708
392,243083.416529579
393,170368.930159845
394,1236305.18321057
395,393680.358894114
396,200733.647976026
397,191769.901467458
398,24595.4337442665
399,383763.633722719
400,147624.215461392
401,286932.170639928
402,288256.277747078
403,178111.600614241
404,242658.410141745
405,0
406,72460.2085944684
407,159426.958783272
408,239344.288148137
409,165367.089766302
410,347352.43512797
411,212936.181595352
412,221818.568828117
413,146064.311302837
414,321967.895010961
415,241050.997024719
416,221424.580044701
417,705545.125033148
418,381755.646391894
419,240835.826222948
420,169174.223225151
421,63145.7289295978
422,343260.884960192
423,145741.755926543
424,228658.810795917
425,273766.756223283
426,229374.78502677
427,396477.850118875
428,146998.441616456
429,172345.742075913
430,229290.256700708
431,473877.454263844
432,85371.417258578
433,406472.954001638
434,46798.419493953
435,158933.498078531
436,3286.00413593929
437,210892.706159438
438,67461.2779263634
439,1112187.31091642
440,109661.045246019
441,360713.295014272
442,137393.404573333
443,549515.457486517
444,165234.005241601
445,532913.922663077
446,830785.745601323
447,215575.442563318
448,178584.583770114
449,138933.4098103
450,247249.431254162
451,310846.850567185
452,510924.887277367
453,139675.502846103
454,52381.965037068
455,300712.471008888
456,245764.865718779
457,235120.112700795
458,2172253.81483499
459,42771.7201102795
460,1458287.37699546
461,399016.208445859
462,389306.425582154
463,67157.9333638481
464,205408.315570605
465,227445.18653554
466,79095.9020780978
467,420582.936732407
468,0
469,223794.154173406
470,140249.794462197
471,237675.247171754
472,261716.457862258
473,382997.841881784
474,129517.993195709
475,87029.6276456123
476,59108.2418637238
477,232181.565184341
478,383051.711233229
479,143485.474227832
480,158110.502679511
481,94695.5199009605
482,189894.649591324
483,111654.326917413
484,113082.993882892
485,90768.2398064442
486,86801.0110220723
487,559156.535312774
488,727291.997731973
489,209424.523500332
490,591479.070094892
491,122895.832579543
492,176570.679423791
493,973272.425701511
494,432863.89662685
495,836565.827810996
496,124979.428997399
497,101010.945041085
498,304804.290441755
499,191426.469851952
500,240010.104701182
501,647265.926050701
502,507554.178416392
503,431111.177258232
504,70118.8915734071
505,228453.462693125
506,849939.916175171
507,79882.8213394236
508,399852.631271036
509,216801.364337742
510,882214.212211692
511,723971.526990512
512,137557.129115172
513,155381.88035525
514,408935.710510735
515,428730.354374875
516,693810.343211825
517,140404.864524763
518,145194.661490263
519,42243.4273011782
520,149502.576796894
521,470443.415066566
522,123524.380522267
523,96547.4247330432
524,50694.2384225886
525,35234.4230697987
526,451416.029841647
527,267226.226410429
528,125160.243749369
529,172329.778359224
530,381970.127492411
531,331010.731261979
532,173753.875528868
533,353072.527521335
534,112954.783799428
535,441666.670737712
536,39792.2348260415
537,315352.092488083
538,297579.312839111
539,74261.7327513086
540,27574.9710177097
541,198668.054160889
542,212469.841520652
543,450510.494579122
544,234577.560013508
545,203651.735326567
546,373629.428328862
547,346950.52099811
548,421043.28779934
549,101552.609830824
550,84952.8650462119
551,66456.0112223245
552,262354.121033045
553,252188.499204604
554,227972.232729818
555,44691.1808691226
556,826799.049222614
557,71464.3431773726
558,233621.808600806
559,445060.945083393
560,720602.455074678
561,54979.3050967717
562,548383.836580353
563,180817.280990802
564,144671.3700662
565,350855.839760628
566,580348.685543579
567,169289.155761855
568,90032.6785876735
569,479769.142492535
570,320474.182285607
571,82782.3594790738
572,314153.140423216
573,64794.1172586788
574,90360.8340370059
575,976341.033088215
576,489345.199053586
577,596271.566311925
578,192660.001374167
579,203291.600758058
580,163207.353139016
581,280611.76244819
582,53078.1696487518
583,116964.748225239
584,161154.042426367
585,213398.740580846
586,140476.567383685
587,230600.619876381
588,354370.114196189
589,238894.142418288
590,126731.579501965
591,117978.288098502
592,262855.968686283
593,883776.285888098
594,37951.5626640436
595,174687.72122905
596,357023.329469114
597,225590.821460937
598,228864.62563854
599,269267.62479665
600,263098.232798375
601,424622.61693875
602,358487.609746289
603,417650.357565593
604,77095.6418481772
605,213315.504842391
606,237924.638670908
607,74009.0126923359
608,557984.878220201
609,216524.566638277
610,231786.885343477
611,806622.277241879
612,684945.717948312
613,141104.205406449
614,113894.842703695
615,217534.187101341
616,386645.155152297
617,120059.143430811
618,185355.755987862
619,303464.114145042
620,149657.275730886
621,225806.019567853
622,181663.715162801
623,105683.132077365
624,31557.4052800525
625,144149.662679961
626,135430.033310062
627,557531.292315751
628,14726.1504418298
629,326979.326342996
630,3561.79814327427
631,269434.750025129
632,0
633,69264.3244190251
634,1174503.20931783
635,210774.927094428
636,451261.238748094
637,138107.441719697
638,30663.0552493198
639,213597.000084356
640,472485.360495562
641,152686.691562632
642,325148.969359664
643,259483.596327337
644,265508.657158548
645,322330.565329789
646,223995.407079235
647,174230.673419127
648,449154.63202392
649,213991.738580256
650,133296.940577659
651,204279.738158093
652,522466.379166146
653,156535.918729348
654,290687.011297829
655,528146.872040402
656,1354785.50147216
657,279339.76807734
658,55641.2528158147
659,122238.059970379
660,186284.409226782
661,107815.776552905
662,182321.091329477
663,309029.25325745
664,157739.14379238
665,280035.221082624
666,156452.749121311
667,1073462.20515712
668,25991.3326591907
669,509134.131781002
670,152690.269852279
671,446257.615727444
672,683559.415961072
673,135538.849004528
674,374320.317903003
675,0
676,325356.810877999
677,246440.42101847
678,197409.639266565
679,170406.966229172
680,503817.382140922
681,533892.697771678
682,457388.33188634
683,188263.737034752
684,183380.502969487
685,214091.517798815
686,260222.861016968
687,84403.7930740418
688,89316.89595157
689,318063.644098114
690,291154.731391526
691,157955.018637975
692,71576.4067798935
693,81869.9575963306
694,213553.709525824
695,195871.486062828
696,161657.392346873
697,163460.891904623
698,45076.5048475898
699,125061.310941
700,156290.508290123
701,89347.3562115225
702,425126.658767322
703,180653.678064365
704,268452.707843155
705,68968.2591179672
706,347233.636335549
707,233618.48623618
708,151485.389364072
709,128761.872531295
710,128802.841563997
711,183902.738652936
712,570088.560569002
713,193549.055033816
714,105759.641094298
715,28666.3287380587
716,710077.904827354
717,464426.292310926
718,359341.242111489
719,179100.071118369
720,157029.536505795
721,284215.012689743
722,240744.853896248
723,1050562.36572424
724,18216.7916609091
725,63015.0111555522
726,270568.600656099
727,123555.669091693
728,29813.7071582513
729,214852.740966528
730,93586.7732469175
731,150932.877501238
732,1085739.9092893
733,112737.998005972
734,218950.259112892
735,154999.199933489
736,248489.318588207
737,14262.0575640443
738,249714.522463548
739,36754.0352692073
740,187411.049417774
741,54647.5528162602
742,159824.721842518
743,287900.667771472
744,1439875.05453252
745,441921.399460272
746,362732.86026412
747,218945.548350626
748,4544.36808853532
749,121783.576974553
750,53801.8137742254
751,391157.177546319
752,29462.6519462722
753,244824.8647361
754,411867.249401428
755,133188.78783865
756,407279.904712155
757,227632.943589353
758,232553.351128414
759,20548.7469790715
760,1326600.93347298
761,149345.609166908
762,312830.932121736
763,234565.670286102
764,650146.375622467
765,188516.252092745
766,127329.417108057
767,142687.608649782
768,64289.2336374063
769,288501.076605665
770,159729.886444516
771,201128.764463015
772,23830.1719011028
773,409658.096256516
774,376531.048624897
775,649767.129060409
776,794130.012310068
777,1102248.99987943
778,282421.655663799
779,33757.9535223944
780,495859.864150329
781,241813.554595059
782,205901.83231466
783,167828.309531306
784,120662.168854696
785,46037.268384644
786,40702.637150931
787,307798.269930539
788,467119.578834118
789,148049.056134859
790,1507105.83795715
791,227822.534649802
792,507366.685109898
793,26936.819891857
794,518420.332823589
795,1358954.75202485
796,263567.744388513
797,53641.4984153754
798,339143.606884431
799,259566.939594961
800,340448.392490318
801,145137.006036873
802,349350.785400234
803,125456.240279453
804,369001.833255641
805,21079.8901802063
806,124099.93470502
807,312888.491273603
808,277023.175877352
809,489661.918819617
810,55560.4823703769
811,481232.376049565
812,80001.0678092795
813,129583.04168633
814,409291.559205978
815,144927.411157467
816,257163.968884801
817,10178.4353218784
818,188384.033760575
819,125943.083626635
820,411215.344698786
821,184135.502903379
822,161039.877773908
823,270948.487001603
824,94876.6674270151
825,107499.086985823
826,134043.481460451
827,208042.708968892
828,244621.07552924
829,568735.845082769
830,196095.215205631
831,230813.661467726
832,403097.113855489
833,118512.650014917
834,666764.644308775
835,105969.392457846
836,57113.6598856927
837,1077486.46106712
838,182524.937295404
839,99786.2228974115
840,478411.900933824
841,330490.54918624
842,123509.560723599
843,15636.7338347257
844,151756.547556237
845,11588.488325647
846,288985.02407543
847,369139.774819012
848,420351.899660475
849,97068.1496223724
850,294344.228971983
851,366037.501579557
852,179557.319976926
853,234987.773600112
854,50448.6701909033
855,132186.355892564
856,402519.689265213
857,170407.486461956
858,155381.662938597
859,292827.899156565
860,48349.0616898351
861,34811.4004464493
862,281330.769837956
863,238196.002664804
864,260497.947641561
865,480112.914637432
866,71378.8906838424
867,80311.5602881084
868,325362.8638057
869,210247.72292762
870,246779.879317693
871,189190.943901436
872,254415.874049098
873,200485.899000792
874,29812.3061368898
875,278954.780568507
876,228430.07280325
877,172085.106975629
878,1343952.68319117
879,299195.480234638
880,134309.643560477
881,247632.385716706
882,224353.605541633
883,153714.907755835
884,317837.281514806
885,245241.594247723
886,78486.8028746158
887,42787.1620991373
888,170145.853655031
889,48552.3577745425
890,135931.051707905
891,1511179.23052418
892,1040496.47050467
893,318393.613165768
894,219351.106320836
895,19939.4732518393
896,85071.6388608691
897,231212.772341416
898,187414.477941453
899,161790.710453297
900,294878.203352899
901,586496.102372573
902,147274.351976064
903,8552.31128637772
904,603202.485823535
905,77659.0709548731
906,292366.453949845
907,151740.431125649
908,189443.019705706
909,358044.279515683
910,152794.869932748
911,770891.800246004
912,279219.285145457
913,273550.708331826
914,52569.0737724997
915,67468.6188046586
916,242157.939328785
917,286939.267365528
918,149804.034068862
919,1670825.67787228
920,182293.129721258
921,177464.33757009
922,225166.674473237
923,168392.975365841
924,282702.668875922
925,551779.610952118
926,348600.03620133
927,58797.9612339316
928,129418.656055952
929,813681.854951215
930,52706.746257297
931,368302.858122922
932,8859.38409000088
933,109133.239059267
934,109826.153322316
935,145887.672889872
936,423462.38026751
937,237839.859696763
938,34973.3487822544
939,133785.285835487
940,142449.349232737
941,131463.853489589
942,329336.005086651
943,21100.9406682358
944,35418.7655004026
945,140890.709240304
946,240314.81801704
947,165582.138840947
948,0
949,225076.326725863
950,201316.379624761
951,278011.80005122
952,803867.434906816
953,312573.608837244
954,279481.290548527
955,414969.901216882
956,137134.118119252
957,226998.640172955
958,527637.682446029
959,180673.328908699
960,65059.349242395
961,46666.3089128656
962,488181.653215454
963,246817.011609812
964,175516.907923491
965,170205.420324858
966,384580.247749179
967,79290.586759255
968,171474.78792127
969,154994.632637823
970,193099.438809256
971,92570.9012934253
972,242982.343386502
973,230060.691988792
974,134594.709719321
975,1652171.47503792
976,135388.744947507
977,119216.422985147
978,552721.945801072
979,323890.254795116
980,130051.726568376
981,123740.550780101
982,32187.750680909
983,130056.139676408
984,210799.62189008
985,113549.527640067
986,173114.863140751
987,1050769.13770445
988,107688.862075367
989,218565.231802333
990,66469.228108834
991,1023517.67000725
992,466456.656923728
993,357918.77656394
994,823313.407231955
995,52533.9040917005
996,216666.489186549
997,152780.613610879
998,37798.8696600132
999,30683.1370656837
1000,282260.515783246
1001,205206.883119033
1002,73337.5790083566
1003,166828.818411365
1004,311897.820118331
1005,471455.361061889
1006,266679.930936787
1007,477850.239334121
1008,418724.892688709
1009,204533.2795512
1010,160452.991922639
1011,825040.080356931
1012,282750.229227829
1013,272457.613579598
1014,92491.1314775939
1015,330125.700522475
1016,528103.419190921
1017,204016.438792696
1018,18032.0920450636
1019,286421.467028357
1020,133434.217412233
1021,191803.823755744
1022,478189.763961116
1023,283411.498802094
1024,131281.60218347
1025,73781.6906327572
1026,119074.74661115
1027,354262.935963759
1028,222046.129570654
1029,83499.0493210238
1030,158435.179914314
1031,424297.922612004
1032,222351.569814001
1033,150671.724395811
1034,235710.863905111
1035,246118.375983907
1036,242616.417100425
1037,67924.2874135586
1038,407739.48952522
1039,3765.71850889135
1040,269918.329314949
1041,242671.194775028
1042,0
1043,80805.0969140664
1044,297819.805172731
1045,40690.6952566213
1046,307147.283275628
1047,201454.750656117
1048,174451.25806234
1049,330147.303575089
1050,180017.349200271
1051,58668.8977327644
1052,397507.449086443
1053,178990.281097518
1054,672663.045741065
1055,406127.513205484
1056,4996.09956916858
1057,63387.3167268437
1058,460593.670591203
1059,360630.29156292
1060,939831.291673344
1061,172190.30393201
1062,258670.417419534
1063,87430.0098395593
1064,971793.909162398
1065,129832.241383651
1066,1047663.20950916
1067,525427.93701036
1068,660950.659693412
1069,49190.1699196179
1070,325213.623105447
1071,817607.116186106
1072,228809.833970801
1073,223968.197276628
1074,164884.069511198
1075,261073.236573679
1076,440713.70287589
1077,492281.708111641
1078,1013413.95543946
1079,100479.08506155
1080,92616.6181314157
1081,231526.329023896
1082,318019.176589993
1083,264045.008125184
1084,163043.179724657
1085,279206.229441466
1086,225228.209581745
1087,240599.202735713
1088,44069.2698752674
1089,114239.986601542
1090,179500.567118501
1091,110045.874287798
1092,313498.997537617
1093,239038.077063779
1094,196936.760658156
1095,333178.352871998
1096,738243.602361281
1097,182911.278629227
1098,132106.305202274
1099,722693.428872548
1100,336396.248441086
1101,248313.130423853
1102,285125.229724943
1103,1202170.85217204
1104,548892.516501238
1105,226951.021489887
1106,238115.312667647
1107,211345.564218535
1108,124435.650751485
1109,132554.76183209
1110,165049.238769914
1111,145607.552378697
1112,152516.366634748
1113,153940.367896084
1114,369770.669012373
1115,606975.835126976
1116,593265.788292869
1117,139335.549823826
1118,121949.291700378
1119,274155.054808338
1120,222495.472489568
1121,143907.812604831
1122,233047.853872737
1123,321631.811602382
1124,169649.537396124
1125,218366.808844503
1126,252958.872317326
1127,233258.686331116
1128,168470.491052083
1129,1025079.18893375
1130,129052.673871692
1131,60179.3017490534
1132,178563.06338174
1133,337608.072321138
1134,323722.803899905
1135,239729.720899634
1136,214208.624809875
1137,95970.2262962344
1138,1112674.49057929
1139,390352.058927691
1140,16159.3307406622
1141,391746.469275501
1142,0
1143,1380974.04397131
1144,208674.29862671
1145,145509.293889427
1146,65231.7082326334
1147,41370.4847112276
1148,180499.376177969
1149,261499.298578024
1150,119552.281470733
1151,354936.509504386
1152,412970.728410741
1153,215090.22318896
1154,0
1155,231638.156328985
1156,379796.782569694
1157,158280.079365867
1158,388008.367536871
1159,184030.986434499
1160,15597.8575838481
1161,93218.39344174
1162,306400.535879498
1163,344801.065112045
1164,302486.688093989
1165,163408.102018253
1166,126574.318229658
1167,264580.456580208
1168,241004.295766735
1169,89496.6151857276
1170,233063.440104965
1171,145743.909268901
1172,83638.055561233
1173,198541.322224064
1174,551628.476965334
1175,230962.534638411
1176,139080.086845311
1177,327177.43679648
1178,193870.97305562
1179,143972.583906284
1180,1330.05143344664
1181,105163.664466982
1182,310072.278149451
1183,66938.2529337527
1184,24214.8467139273
1185,366481.517849588
1186,826515.478269229
1187,818291.83365508
1188,202317.811350037
1189,111947.496060243
1190,104762.103625044
1191,345670.377018236
1192,135978.828821257
1193,324671.316210312
1194,59787.8923056137
1195,40835.6344784838
1196,328367.827273699
1197,121037.45974966
1198,455056.918243975
1199,91315.7971113485
1200,202106.489007062
1201,173399.863873116
1202,175063.681731895
1203,73876.1091064516
1204,84323.2711774869
1205,173627.222794967
1206,274081.773748562
1207,190543.269239904
1208,139177.441301963
1209,106403.950466228
1210,467714.413503725
1211,48289.7089663587
1212,127466.623433403
1213,368229.992002027
1214,80188.7564829528
1215,84285.4026945697
1216,309823.201802848
1217,441937.266675257
1218,884947.379314255
1219,70509.7830129193
1220,251528.458424819
1221,336008.52935842
1222,142339.615230121
1223,132531.093864703
1224,0
1225,146835.696139142
1226,489314.850061045
1227,303929.667174794
1228,250582.993283855
1229,173105.114789102
1230,633099.254314234
1231,207238.348074638
1232,90645.1477833608
1233,121415.383580351
1234,183546.496512188
1235,35651.7659528794
1236,146035.775439296
1237,202942.744388015
1238,506824.018107487
1239,524360.277196573
1240,222310.518111689
1241,278711.240954367
1242,190885.555190245
1243,206197.581844016
1244,739379.06345246
1245,62886.6853535484
1246,221540.650396656
1247,72144.0349014265
1248,177747.356216904
1249,233569.911761016
1250,308684.775756845
1251,150013.825273891
1252,545759.315549788
1253,393016.822549043
1254,40107.5664161996
1255,1125143.74444749
1256,259284.4651614
1257,18674.5694535848
1258,286297.683828033
1259,380887.401902159
1260,150278.708750541
1261,222021.021100521
1262,363014.111309919
1263,1775741.43615095
1264,219013.194345567
1265,498885.267161029
1266,220802.056163262
1267,81557.3764968019
1268,93763.3860673479
1269,1090747.19506096
1270,185240.499754283
1271,212758.293696799
1272,197747.511540309
1273,296379.485949956
1274,166682.10448941
1275,319023.931202899
1276,365607.890192859
1277,146799.519345539
1278,174696.049020899
1279,153977.35076848
1280,128913.898444809
1281,195454.927756705
1282,807643.637462859
1283,298784.759738772
1284,416961.908567872
1285,295512.809476275
1286,604733.423686759
1287,400416.153295472
1288,94042.8921287135
1289,229138.167180965
1290,69057.8350460835
1291,115261.353195218
1292,183764.904296487
1293,27166.7514387623
1294,207369.067040917
1295,233898.994400882
1296,138655.352861663
1297,98087.9202630784
1298,294527.738988699
1299,765143.525315343
1300,424925.14233132
1301,39664.751544001
1302,110989.69793837
1303,304515.892269839
1304,207839.861789315
1305,91285.9565190526
1306,158053.021906232
1307,149701.593269366
1308,171107.851568017
1309,271509.794760869
1310,334919.495905041
1311,0
1312,503430.106346162
1313,265076.542256322
1314,482630.260218744
1315,226874.13196853
1316,258734.594008846
1317,106694.537895552
1318,172830.454735431
1319,470571.422495888
1320,99535.8573711846
1321,227734.276011507
1322,148183.383989346
1323,271218.311920065
1324,381383.656343411
1325,230957.861439863
1326,160208.009895251
1327,219249.39831044
1328,551069.105853287
1329,84642.5982692541
1330,958585.099882934
1331,551843.091293494
1332,123860.488112944
1333,248839.391861681
1334,252099.3679961
1335,139421.010324874
1336,189217.471281629
1337,203348.007756038
1338,157485.958066742
1339,20760.2523355816
1340,213538.884077226
1341,1272690.75123452
1342,242444.881853661
1343,475791.263481058
1344,422669.320739611
1345,26309.1482936501
1346,28750.267424184
1347,270814.533781668
1348,1403033.99426976
1349,364380.279848758
1350,88605.6954247267
1351,159885.781175433
1352,258404.199689483
1353,724373.982318333
1354,261911.988295323
1355,176225.692517919
1356,360465.119017355
1357,101444.651823676
1358,481871.268286868
1359,112575.053182794
1360,285821.387793773
1361,184214.865006877
1362,113621.801531872
1363,13231.2537906678
1364,103914.626142778
1365,323481.970645206
1366,266695.230244608
1367,369073.915626237
1368,546749.768134552
1369,135065.39952299
1370,323810.159089778
1371,140771.263589286
1372,174320.687881484
1373,167856.303571665
1374,123856.640891097
1375,447894.025739597
1376,246540.888831835
1377,39347.3862849902
1378,320765.483181214
1379,168186.78002419
1380,77241.1846289536
1381,842978.775457889
1382,197956.119798153
1383,528697.661771114
1384,198251.161938348
1385,348556.323627302
1386,180727.332399816
1387,276051.147370475
1388,32330.5332050951
1389,659499.047842637
1390,699887.106882418
1391,1070652.62506036
1392,252078.29496791
1393,0
1394,89525.9670525945
1395,401865.583312454
1396,220754.329731567
1397,344118.334600222
1398,109002.307516335
1399,249537.607129458
1400,181601.195580338
1401,272108.090422836
1402,212437.960905859
1403,21673.1511965021
1404,99317.078700906
1405,0
1406,168411.811292091
1407,240577.531966619
1408,450131.802887037
1409,964597.032194109
1410,556348.76142714
1411,930801.685975844
1412,507171.192964184
1413,345346.557738813
1414,179304.804218729
1415,150360.036671893
1416,231599.579275277
1417,666789.993641893
1418,167461.555715002
1419,244394.449713511
1420,209045.709129883
1421,140458.876542541
1422,26117.2878075126
1423,172471.039736129
1424,111095.746218773
1425,128553.493797176
1426,207154.793297852
1427,541015.405991786
1428,312979.252277239
1429,145940.752336501
1430,140243.493438924
1431,298746.928392762
1432,879.401909817534
1433,310434.706988239
1434,1088527.00428819
1435,164177.052615365
1436,188161.665231296
1437,99374.1150083261
1438,353967.567224542
1439,420784.640571211
1440,87089.269362258
1441,270324.545212228
1442,338287.356645009
1443,106723.152094563
1444,146732.671534621
1445,449533.665758212
1446,72437.5888664605
1447,71463.4230665309
1448,606537.414487787
1449,114647.595084206
1450,229008.198365148
1451,306498.279758628
1452,222461.831459525
1453,232649.847843957
1454,45609.1168699582
1455,258951.78867208
1456,124503.577154672
1457,108934.637518573
1458,125838.937294587
1459,250900.160193707
1460,75948.6455920829
1461,546582.915545766
1462,288969.696118312
1463,641791.149839417
1464,349714.401819366
1465,243566.0327538
1466,212775.667755541
1467,152403.014748771
1468,268996.461647877
1469,253923.344203756
1470,248863.441035147
1471,1124284.4046061
1472,128874.893781636
1473,241556.92909639
1474,416544.746452646
1475,143222.266944564
1476,123328.2883367
1477,134205.11352161
1478,1191198.55901613
